RD_NAME,RN_ID,SZ_ID,SUBZONE_N,PA_ID,PLN_AREA_N,flood_scenario
Kranji Expressway,34205,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,Historical_highest60mins
Kranji Expressway,13164,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,Historical_highest60mins
Kranji Expressway,13163,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,Historical_highest60mins
,13743,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
,23244,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
,29053,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
Choa Chu Kang Drive,25741,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,Historical_highest60mins
Kranji Expressway,13171,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
,33722,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
Kranji Expressway,13162,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
"['Ang Mo Kio Street 64', 'Ang Mo Kio Street 65']",30067,258,YIO CHU KANG NORTH,52,ANG MO KIO,Historical_highest60mins
Woodlands Road,23241,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
,23243,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
,29334,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
Fernvale Link,32332,239,FERNVALE,20,SENGKANG,Historical_highest60mins
,34372,243,TRAFALGAR,11,HOUGANG,Historical_highest60mins
Anchorvale Link,32383,250,COMPASSVALE,20,SENGKANG,Historical_highest60mins
"['Punggol East Flyover', 'Punggol East', 'Sengkang East Drive']",42693,257,RIVERVALE,20,SENGKANG,Historical_highest60mins
Woodlands Road,23242,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
Segar Road,33134,246,FAJAR,5,BUKIT PANJANG,Historical_highest60mins
,32384,250,COMPASSVALE,20,SENGKANG,Historical_highest60mins
Compassvale Drive,18300,236,SENGKANG TOWN CENTRE,20,SENGKANG,Historical_highest60mins
Choa Chu Kang Way,29335,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,Historical_highest60mins
,32479,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
Segar Road,27350,246,FAJAR,5,BUKIT PANJANG,Historical_highest60mins
Tagore Drive,32931,254,TAGORE,52,ANG MO KIO,Historical_highest60mins
Ang Mo Kio Street 64,16384,252,YIO CHU KANG,52,ANG MO KIO,Historical_highest60mins
Gerald Drive,23924,239,FERNVALE,20,SENGKANG,Historical_highest60mins
Gerald Drive,20031,239,FERNVALE,20,SENGKANG,Historical_highest60mins
Compassvale Drive,27173,236,SENGKANG TOWN CENTRE,20,SENGKANG,Historical_highest60mins
Woodlands Road,23236,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
Tagore Drive,17719,254,TAGORE,52,ANG MO KIO,Historical_highest60mins
Lentor Loop,19768,254,TAGORE,52,ANG MO KIO,Historical_highest60mins
Sunrise Terrace,19902,251,YIO CHU KANG EAST,52,ANG MO KIO,Historical_highest60mins
,13737,247,SENJA,5,BUKIT PANJANG,Historical_highest60mins
Florissa Park,19817,254,TAGORE,52,ANG MO KIO,Historical_highest60mins
Sunrise Close,19901,251,YIO CHU KANG EAST,52,ANG MO KIO,Historical_highest60mins
Sunrise Close,19904,251,YIO CHU KANG EAST,52,ANG MO KIO,Historical_highest60mins
Choa Chu Kang Way,14488,245,CHOA CHU KANG CENTRAL,9,CHOA CHU KANG,Historical_highest60mins
Sengkang East Avenue,28897,250,COMPASSVALE,20,SENGKANG,Historical_highest60mins
Lentor Road,34141,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
,28889,250,COMPASSVALE,20,SENGKANG,Historical_highest60mins
Sengkang Central,18128,250,COMPASSVALE,20,SENGKANG,Historical_highest60mins
Lentor Road,13288,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Yio Chu Kang Road,13287,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Sengkang Central,28891,250,COMPASSVALE,20,SENGKANG,Historical_highest60mins
Lentor Green,19773,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Jalan Chermai,23963,249,SELETAR HILLS,21,SERANGOON,Historical_highest60mins
Lentor Drive,36710,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
,29344,232,PENG SIANG,9,CHOA CHU KANG,Historical_highest60mins
Ang Mo Kio Avenue 6,16382,252,YIO CHU KANG,52,ANG MO KIO,Historical_highest60mins
Ang Mo Kio Avenue 9,15020,252,YIO CHU KANG,52,ANG MO KIO,Historical_highest60mins
Buangkok Crescent,33499,243,TRAFALGAR,11,HOUGANG,Historical_highest60mins
Teck Whye Walk,24054,244,TECK WHYE,9,CHOA CHU KANG,Historical_highest60mins
Lentor Gardens,36719,254,TAGORE,52,ANG MO KIO,Historical_highest60mins
Ang Mo Kio Avenue 9,16380,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Buangkok Crescent,32700,243,TRAFALGAR,11,HOUGANG,Historical_highest60mins
Saujana Road,35233,248,SAUJANA,5,BUKIT PANJANG,Historical_highest60mins
Choa Chu Kang Avenue 3,14410,245,CHOA CHU KANG CENTRAL,9,CHOA CHU KANG,Historical_highest60mins
Lentor Hills Road,36708,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Buangkok Link,32430,243,TRAFALGAR,11,HOUGANG,Historical_highest60mins
"['Pasir Ris Drive 12', 'Pasir Ris Drive 3']",41315,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
"['Pasir Ris Drive 12', 'Pasir Ris Drive 3']",39860,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Sungei Tengah Road,28086,286,FOREST HILL,49,TENGAH,Historical_highest60mins
Choa Chu Kang Avenue 3,31325,245,CHOA CHU KANG CENTRAL,9,CHOA CHU KANG,Historical_highest60mins
Lentor Hills Road,36820,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Sengkang East Road,33185,250,COMPASSVALE,20,SENGKANG,Historical_highest60mins
"['Kallang Paya Lebar Expressway', 'Kallang-Paya Lebar Expressway']",37814,231,LORONG HALUS NORTH,20,SENGKANG,Historical_highest60mins
Choa Chu Kang Central,14409,245,CHOA CHU KANG CENTRAL,9,CHOA CHU KANG,Historical_highest60mins
Tampines Expressway,37407,231,LORONG HALUS NORTH,20,SENGKANG,Historical_highest60mins
Tampines Expressway,40755,231,LORONG HALUS NORTH,20,SENGKANG,Historical_highest60mins
Choa Chu Kang Central,14463,245,CHOA CHU KANG CENTRAL,9,CHOA CHU KANG,Historical_highest60mins
"['Mimosa Vale', 'Mimosa Walk']",22820,249,SELETAR HILLS,21,SERANGOON,Historical_highest60mins
Buangkok Crescent,32433,243,TRAFALGAR,11,HOUGANG,Historical_highest60mins
"['Mimosa Vale', 'Mimosa Walk']",22841,249,SELETAR HILLS,21,SERANGOON,Historical_highest60mins
,42647,231,LORONG HALUS NORTH,20,SENGKANG,Historical_highest60mins
Central Expressway,13024,251,YIO CHU KANG EAST,52,ANG MO KIO,Historical_highest60mins
Yio Chu Kang Road,36848,243,TRAFALGAR,11,HOUGANG,Historical_highest60mins
Buangkok Green,30616,250,COMPASSVALE,20,SENGKANG,Historical_highest60mins
Buangkok Green,14068,250,COMPASSVALE,20,SENGKANG,Historical_highest60mins
Buangkok Drive,14072,250,COMPASSVALE,20,SENGKANG,Historical_highest60mins
Tampines Expressway,40757,231,LORONG HALUS NORTH,20,SENGKANG,Historical_highest60mins
,42789,231,LORONG HALUS NORTH,20,SENGKANG,Historical_highest60mins
Pasir Ris Industrial Drive 1,40982,242,PASIR RIS WAFER FAB PARK,14,PASIR RIS,Historical_highest60mins
Pasir Ris Industrial Drive 1,42930,242,PASIR RIS WAFER FAB PARK,14,PASIR RIS,Historical_highest60mins
Pasir Ris Drive 10,39349,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Choa Chu Kang Way,29971,232,PENG SIANG,9,CHOA CHU KANG,Historical_highest60mins
Ang Mo Kio Avenue 6,13930,252,YIO CHU KANG,52,ANG MO KIO,Historical_highest60mins
Ang Mo Kio Avenue 6,28516,252,YIO CHU KANG,52,ANG MO KIO,Historical_highest60mins
Central Expressway,13050,251,YIO CHU KANG EAST,52,ANG MO KIO,Historical_highest60mins
,42891,231,LORONG HALUS NORTH,20,SENGKANG,Historical_highest60mins
Choa Chu Kang Avenue 3,31272,232,PENG SIANG,9,CHOA CHU KANG,Historical_highest60mins
Choa Chu Kang Avenue 3,29977,232,PENG SIANG,9,CHOA CHU KANG,Historical_highest60mins
Pasir Ris Drive 10,42781,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Pasir Ris Drive 3,37465,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Ang Mo Kio Avenue 6,13939,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Ang Mo Kio Avenue 8,20274,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Yio Chu Kang Road,27751,243,TRAFALGAR,11,HOUGANG,Historical_highest60mins
Buangkok Crescent,32442,243,TRAFALGAR,11,HOUGANG,Historical_highest60mins
Tampines Expressway,42890,231,LORONG HALUS NORTH,20,SENGKANG,Historical_highest60mins
Pasir Ris Drive 12,37466,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Ang Mo Kio Avenue 6,34783,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Ang Mo Kio Avenue 8,14349,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Pasir Ris Industrial Drive 1,40981,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Pasir Ris Drive 12,39776,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Pasir Ris Drive 12,43284,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Ang Mo Kio Avenue 6,14347,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Pasir Ris Industrial Drive 1,39763,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
,20302,251,YIO CHU KANG EAST,52,ANG MO KIO,Historical_highest60mins
Ang Mo Kio Street 61,34784,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Halus Link,37815,231,LORONG HALUS NORTH,20,SENGKANG,Historical_highest60mins
Ang Mo Kio Avenue 6,16534,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Punggol Road,27164,223,HOUGANG EAST,11,HOUGANG,Historical_highest60mins
,27163,223,HOUGANG EAST,11,HOUGANG,Historical_highest60mins
Ang Mo Kio Street 61,16535,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Yio Chu Kang Road,31164,243,TRAFALGAR,11,HOUGANG,Historical_highest60mins
Hougang Avenue 6,28580,223,HOUGANG EAST,11,HOUGANG,Historical_highest60mins
Buangkok Drive,14077,223,HOUGANG EAST,11,HOUGANG,Historical_highest60mins
Ang Mo Kio Avenue 6,20291,234,YIO CHU KANG WEST,52,ANG MO KIO,Historical_highest60mins
Ang Mo Kio Avenue 5,26661,181,SERANGOON NORTH,21,SERANGOON,Historical_highest60mins
,27749,243,TRAFALGAR,11,HOUGANG,Historical_highest60mins
Choa Chu Kang Way,29958,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Choa Chu Kang Way,21216,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Nim Road,35721,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Nim Road,36580,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Tampines Expressway,37387,222,PAYA LEBAR NORTH,54,PAYA LEBAR,Historical_highest60mins
Choa Chu Kang Way,29955,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Ang Mo Kio Avenue 5,28474,181,SERANGOON NORTH,21,SERANGOON,Historical_highest60mins
Ang Mo Kio Avenue 5,13625,181,SERANGOON NORTH,21,SERANGOON,Historical_highest60mins
Ang Mo Kio Avenue 5,27745,181,SERANGOON NORTH,21,SERANGOON,Historical_highest60mins
,27721,181,SERANGOON NORTH,21,SERANGOON,Historical_highest60mins
Tampines Expressway,37406,222,PAYA LEBAR NORTH,54,PAYA LEBAR,Historical_highest60mins
,31435,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Choa Chu Kang Avenue 1,14432,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
,29960,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Choa Chu Kang Way,29948,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Ang Mo Kio Avenue 5,13588,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Riverina Walk,39913,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Riverina View,39914,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Choa Chu Kang Avenue 1,36235,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Petir Road,32997,172,JELEBU,5,BUKIT PANJANG,Historical_highest60mins
Riverina Walk,39922,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Riverina View,39916,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Bukit Panjang Ring Road,27311,230,BANGKIT,5,BUKIT PANJANG,Historical_highest60mins
Ang Mo Kio Avenue 5,13611,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Pasir Ris Drive 3,41338,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Pasir Ris Drive 3,39911,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Loyang Way,38136,253,LOYANG WEST,14,PASIR RIS,Historical_highest60mins
"['Changi Coast Road', 'Nicoll Drive']",39373,235,CHANGI POINT,8,CHANGI,Historical_highest60mins
Ang Mo Kio Avenue 5,27606,110,ANG MO KIO TOWN CENTRE,52,ANG MO KIO,Historical_highest60mins
Pasir Ris Drive 1,42860,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Loyang Way 4,43454,253,LOYANG WEST,14,PASIR RIS,Historical_highest60mins
Loyang Way 4,38164,253,LOYANG WEST,14,PASIR RIS,Historical_highest60mins
,27135,230,BANGKIT,5,BUKIT PANJANG,Historical_highest60mins
Bukit Panjang Road,27129,230,BANGKIT,5,BUKIT PANJANG,Historical_highest60mins
Bukit Timah Expressway,13159,230,BANGKIT,5,BUKIT PANJANG,Historical_highest60mins
Ang Mo Kio Avenue 5,20314,111,KEBUN BAHRU,52,ANG MO KIO,Historical_highest60mins
Pasir Ris Drive 1,41426,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Ang Mo Kio Avenue 5,13597,111,KEBUN BAHRU,52,ANG MO KIO,Historical_highest60mins
Hougang Avenue 8,30646,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
,29844,230,BANGKIT,5,BUKIT PANJANG,Historical_highest60mins
Hougang Avenue 8,28577,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
Tampines Road,39450,231,LORONG HALUS NORTH,20,SENGKANG,Historical_highest60mins
Pending Road,27320,230,BANGKIT,5,BUKIT PANJANG,Historical_highest60mins
,28182,170,CHENG SAN,52,ANG MO KIO,Historical_highest60mins
Ang Mo Kio Avenue 5,35284,170,CHENG SAN,52,ANG MO KIO,Historical_highest60mins
Hougang Avenue 8,28632,223,HOUGANG EAST,11,HOUGANG,Historical_highest60mins
Hougang Avenue 8,24449,223,HOUGANG EAST,11,HOUGANG,Historical_highest60mins
Pending Road,27254,230,BANGKIT,5,BUKIT PANJANG,Historical_highest60mins
Petir Road,27300,172,JELEBU,5,BUKIT PANJANG,Historical_highest60mins
Pasir Ris Street 71,38527,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Pasir Ris Drive 3,41343,220,PASIR RIS CENTRAL,14,PASIR RIS,Historical_highest60mins
Pasir Ris Street 71,41424,233,PASIR RIS WEST,14,PASIR RIS,Historical_highest60mins
Hougang Street 61,30605,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
Hougang Avenue 8,30632,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
Hougang Avenue 8,18212,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
Choa Chu Kang Avenue 7,32137,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Choa Chu Kang Avenue 7,32133,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Petir Road,27301,230,BANGKIT,5,BUKIT PANJANG,Historical_highest60mins
Petir Road,36301,230,BANGKIT,5,BUKIT PANJANG,Historical_highest60mins
Hougang Street 61,30630,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
,43377,168,PASIR RIS DRIVE,14,PASIR RIS,Historical_highest60mins
Loyang Street,38147,253,LOYANG WEST,14,PASIR RIS,Historical_highest60mins
Cashew Road,36296,230,BANGKIT,5,BUKIT PANJANG,Historical_highest60mins
Cashew Road,24551,230,BANGKIT,5,BUKIT PANJANG,Historical_highest60mins
,27304,230,BANGKIT,5,BUKIT PANJANG,Historical_highest60mins
Hougang Avenue 8,27700,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
Hougang Avenue 8,18210,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
Tampines Industrial Avenue 5,42241,222,PAYA LEBAR NORTH,54,PAYA LEBAR,Historical_highest60mins
Pasir Ris Drive 3,43376,168,PASIR RIS DRIVE,14,PASIR RIS,Historical_highest60mins
Loyang Lane,38125,253,LOYANG WEST,14,PASIR RIS,Historical_highest60mins
Loyang Lane,38149,253,LOYANG WEST,14,PASIR RIS,Historical_highest60mins
Ang Mo Kio Avenue 10,17755,170,CHENG SAN,52,ANG MO KIO,Historical_highest60mins
,38292,229,PAYA LEBAR WEST,54,PAYA LEBAR,Historical_highest60mins
Tampines Industrial Avenue 5,40954,222,PAYA LEBAR NORTH,54,PAYA LEBAR,Historical_highest60mins
Pasir Ris Drive 3,43354,168,PASIR RIS DRIVE,14,PASIR RIS,Historical_highest60mins
Loyang Street,38151,253,LOYANG WEST,14,PASIR RIS,Historical_highest60mins
Kallang-Paya Lebar Expressway,37810,229,PAYA LEBAR WEST,54,PAYA LEBAR,Historical_highest60mins
Hougang Avenue 4,27695,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
Hougang Avenue 4,30628,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
Tampines Road,39447,229,PAYA LEBAR WEST,54,PAYA LEBAR,Historical_highest60mins
Pasir Ris Street 21,41375,168,PASIR RIS DRIVE,14,PASIR RIS,Historical_highest60mins
Pasir Ris Street 21,43121,168,PASIR RIS DRIVE,14,PASIR RIS,Historical_highest60mins
Loyang Lane,38148,253,LOYANG WEST,14,PASIR RIS,Historical_highest60mins
Loyang Lane,40796,253,LOYANG WEST,14,PASIR RIS,Historical_highest60mins
,32138,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Choa Chu Kang Grove,32139,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Buangkok East Drive,38283,229,PAYA LEBAR WEST,54,PAYA LEBAR,Historical_highest60mins
Tampines Road,40987,229,PAYA LEBAR WEST,54,PAYA LEBAR,Historical_highest60mins
Choa Chu Kang Grove,31414,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Tampines Road,42388,229,PAYA LEBAR WEST,54,PAYA LEBAR,Historical_highest60mins
Pasir Ris Drive 3,41441,168,PASIR RIS DRIVE,14,PASIR RIS,Historical_highest60mins
Loyang Way,43364,253,LOYANG WEST,14,PASIR RIS,Historical_highest60mins
Brickland Road,31411,285,BRICKLAND,49,TENGAH,Historical_highest60mins
Hougang Avenue 8,33927,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
,27690,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
Tampines Road,37954,229,PAYA LEBAR WEST,54,PAYA LEBAR,Historical_highest60mins
Brickland Road,16419,285,BRICKLAND,49,TENGAH,Historical_highest60mins
Hougang Avenue 8,27691,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
,31462,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Hougang Avenue 4,37068,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
Hougang Central,32397,165,HOUGANG CENTRAL,11,HOUGANG,Historical_highest60mins
Pasir Ris Street 21,43119,168,PASIR RIS DRIVE,14,PASIR RIS,Historical_highest60mins
Loyang Lane,43370,166,LOYANG EAST,14,PASIR RIS,Historical_highest60mins
Loyang Lane,38146,166,LOYANG EAST,14,PASIR RIS,Historical_highest60mins
,27607,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Hougang Avenue 4,28594,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
Hougang Central,28642,165,HOUGANG CENTRAL,11,HOUGANG,Historical_highest60mins
Brickland Road,31463,173,KEAT HONG,9,CHOA CHU KANG,Historical_highest60mins
Ang Mo Kio Industrial Park 2,32712,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Hythe Road,20062,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Brickland Road,27195,285,BRICKLAND,49,TENGAH,Historical_highest60mins
Cashew Terrace,18023,172,JELEBU,5,BUKIT PANJANG,Historical_highest60mins
,32713,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Hythe Road,20063,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Pasir Ris Street 21,37452,168,PASIR RIS DRIVE,14,PASIR RIS,Historical_highest60mins
Upper Bukit Timah Road,31504,172,JELEBU,5,BUKIT PANJANG,Historical_highest60mins
Cashew Road,36282,172,JELEBU,5,BUKIT PANJANG,Historical_highest60mins
Almond Street,27914,167,DAIRY FARM,5,BUKIT PANJANG,Historical_highest60mins
Ang Mo Kio Avenue 3,20311,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Ang Mo Kio Avenue 3,37216,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Worthing Road,20073,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Pasir Ris Street 21,43120,168,PASIR RIS DRIVE,14,PASIR RIS,Historical_highest60mins
Upper Bukit Timah Road,36280,172,JELEBU,5,BUKIT PANJANG,Historical_highest60mins
Chestnut Avenue,17971,167,DAIRY FARM,5,BUKIT PANJANG,Historical_highest60mins
Hougang Avenue 4,28585,165,HOUGANG CENTRAL,11,HOUGANG,Historical_highest60mins
Upper Serangoon Road,28639,225,KANGKAR,11,HOUGANG,Historical_highest60mins
Tampines North Drive 1,43053,169,TAMPINES NORTH,47,TAMPINES,Historical_highest60mins
Ang Mo Kio Avenue 3,28498,329,SHANGRI-LA,52,ANG MO KIO,Historical_highest60mins
Tavistock Avenue,18402,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Tavistock Avenue,18497,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Court Road,20075,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Hythe Road,20067,164,SERANGOON GARDEN,21,SERANGOON,Historical_highest60mins
Upper Bukit Timah Road,32565,167,DAIRY FARM,5,BUKIT PANJANG,Historical_highest60mins
Kranji Expressway,13182,286,FOREST HILL,49,TENGAH,Historical_highest60mins
Ang Mo Kio Street 22,14310,110,ANG MO KIO TOWN CENTRE,52,ANG MO KIO,Historical_highest60mins
Cowdray Avenue,29041,112,SERANGOON NORTH IND ESTATE,21,SERANGOON,Historical_highest60mins
Hougang Avenue 5,26749,225,KANGKAR,11,HOUGANG,Historical_highest60mins
Old Upper Thomson Road,16483,171,SEMBAWANG HILLS,52,ANG MO KIO,Historical_highest60mins
Worthing Road,20059,164,SERANGOON GARDEN,21,SERANGOON,Historical_highest60mins
Hougang Avenue 2,30566,228,HOUGANG WEST,11,HOUGANG,Historical_highest60mins
Kensington Park Road,20066,164,SERANGOON GARDEN,21,SERANGOON,Historical_highest60mins
Worthing Road,20076,164,SERANGOON GARDEN,21,SERANGOON,Historical_highest60mins
,13337,171,SEMBAWANG HILLS,52,ANG MO KIO,Historical_highest60mins
Ang Mo Kio Avenue 1,13261,171,SEMBAWANG HILLS,52,ANG MO KIO,Historical_highest60mins
,28344,171,SEMBAWANG HILLS,52,ANG MO KIO,Historical_highest60mins
